indic_ur,cities\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 
EC2021V,IT056C1	: 	: 	3333 	3338 	3436 	3440 	3478 	3495 	3482 	3569 	3513 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT057C1	: 	: 	5028 	4998 	5098 	5086 	5109 	5113 	5110 	5137 	5071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT058C1	: 	: 	4988 	5012 	5036 	5125 	5135 	5124 	5091 	5120 	5106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT060C1	: 	: 	4932 	4937 	4975 	5024 	5036 	4983 	5018 	4991 	4985 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT061C1	: 	: 	4947 	4893 	4907 	5010 	4875 	4826 	4731 	4829 	4746 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT062C1	: 	: 	3145 	3115 	3134 	3178 	3192 	3213 	3235 	3268 	3252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT063C1	: 	: 	3452 	3441 	3462 	3513 	3490 	3530 	3533 	3541 	3486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT064C1	: 	: 	3557 	3502 	3498 	3542 	3558 	3580 	3610 	3652 	3578 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT065C1	: 	: 	3305 	3327 	3325 	3431 	3436 	3420 	3401 	3498 	3463 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT066C1	: 	: 	6475 	6547 	6587 	6446 	4545 	6606 	6661 	6757 	6805 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT067C1	: 	: 	3269 	3313 	3332 	3377 	3359 	3346 	3329 	3400 	3313 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT068C1	: 	: 	5606 	5600 	5540 	5608 	5656 	5583 	5642 	5665 	5590 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT069C1	: 	: 	3261 	3346 	3459 	3463 	3424 	3366 	3387 	3470 	3429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT070C1	: 	: 	3414 	3446 	3468 	3479 	3526 	3518 	3503 	3514 	3523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT071C1	: 	: 	2518 	2538 	2599 	2627 	2622 	2610 	2654 	2749 	2665 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT072C1	: 	: 	3195 	3170 	3188 	3171 	3185 	3083 	3048 	3043 	2938 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT073C1	: 	: 	4017 	3988 	4038 	4100 	4114 	4156 	4151 	4271 	4292 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT501C1	: 	: 	13151 	13232 	13447 	13618 	13712 	13795 	13882 	14038 	13762 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT502C1	: 	: 	21855 	21973 	22144 	22383 	22532 	22287 	22380 	22479 	22145 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT503C1	: 	: 	17923 	18016 	18109 	18298 	18430 	18539 	18434 	18723 	18506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT504C1	: 	: 	11445 	11539 	11519 	11780 	11978 	12026 	12148 	12351 	12231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT505C1	: 	: 	15619 	15652 	15960 	16130 	16142 	16138 	16319 	17024 	17020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT506C1	: 	: 	11847 	12066 	12204 	12377 	12490 	12436 	12432 	12653 	12624 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT507C1	: 	: 	10778 	10849 	10808 	10951 	10979 	11133 	11115 	11212 	11269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT508C1	: 	: 	15661 	15790 	15863 	15946 	15832 	15744 	15606 	15827 	15822 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT509C1	: 	: 	7272 	7347 	7497 	7583 	7561 	7428 	7513 	7640 	7455 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT510C1	: 	: 	12574 	12577 	12519 	12683 	12723 	12696 	10287 	12592 	12688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT511C1	: 	: 	15951 	15965 	15851 	15847 	15853 	15547 	15426 	15526 	15472 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT512C1	: 	: 	10377 	10530 	10705 	10915 	11018 	10966 	11059 	11191 	11160 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT513C1	: 	: 	10605 	10538 	10618 	10712 	10692 	10474 	10449 	10559 	10385 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT514C1	: 	: 	11368 	11438 	11444 	11599 	11776 	11724 	11729 	11908 	11862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT515C1	: 	: 	8214 	8276 	8424 	8578 	8724 	8698 	8768 	8750 	8719 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT516C1	: 	: 	7757 	7804 	7841 	7969 	7992 	8023 	8133 	8206 	8191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT517C1	: 	: 	5057 	5075 	5033 	5061 	5024 	5141 	5197 	5324 	5180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT518C1	: 	: 	6945 	6988 	7061 	7200 	7311 	7420 	7401 	7480 	7522 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT519C1	: 	: 	9885 	9950 	9985 	9932 	10018 	9995 	10036 	10123 	10161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT520C1	: 	: 	6835 	6943 	6966 	7086 	7179 	7198 	7239 	7311 	7249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT521C1	: 	: 	4412 	4429 	4477 	4472 	4542 	4564 	4551 	4675 	4606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT522C1	: 	: 	4377 	4431 	4476 	4636 	4731 	4683 	4755 	4739 	4716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT523C1	: 	: 	5458 	5399 	5413 	5562 	5566 	5438 	5468 	5510 	5394 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT524C1	: 	: 	7046 	7090 	7156 	7022 	7237 	7154 	7117 	7304 	7243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT525C1	: 	: 	3770 	3799 	3811 	3797 	3860 	3869 	3860 	3897 	3817 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,IT526C1	: 	: 	5971 	6029 	6028 	5880 	5669 	2935 	2289 	4428 	5443 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,LT	: 	251240 r	239977 	: 	: 	: 	62889 	: 	: 	65629 	: 	: 	: 	56170 r	: 	: 	56534 r	54511 r	77684 r	86784 r	73425 r	83354 r	84457 r	86663 r	91076 	72326 	46949 
EC2021V,LT001C1	: 	76383 r	66230 	: 	: 	: 	21169 	: 	: 	21190 	: 	: 	: 	16236 r	: 	: 	13626 r	: 	: 	: 	: 	21114 r	: 	: 	: 	: 	11893 r
EC2021V,LT002C1	: 	32015 r	28836 	: 	: 	: 	9269 	: 	: 	9605 	: 	: 	: 	8380 r	: 	: 	8434 r	: 	: 	: 	: 	12665 r	: 	: 	: 	: 	7134 r
EC2021V,LT003C1	: 	8896 r	8628 	: 	: 	: 	2172 	: 	: 	2533 	: 	: 	: 	2246 r	: 	: 	2338 r	: 	: 	: 	: 	4228 r	: 	: 	: 	: 	2381 r
EC2021V,LT004C1	: 	4743 r	4626 	: 	: 	: 	1057 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,LT501C1	: 	14756 r	13665 	: 	: 	: 	4823 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,LT502C1	: 	9946 r	9471 	: 	: 	: 	2610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28591 	: 	: 	25428 	: 	: 	: 	24956 	24579 	23488 	22259 	: 	: 	: 	: 	: 	: 
EC2021V,LU001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9351 	: 	: 	9035 	: 	: 	8784 	: 	: 	: 	: 	7250 	: 	: 	: 	: 	197500 
EC2021V,LV	: 	191819 	183107 	: 	: 	: 	151911 	: 	: 	136003 	: 	: 	: 	107532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,LV001C1	: 	79526 	76142 	: 	: 	: 	59255 	: 	: 	52664 	: 	: 	: 	40504 	: 	: 	22126 	: 	: 	: 	17913 	: 	: 	: 	: 	: 	: 
EC2021V,LV002C1	: 	6053 	5400 	: 	: 	: 	4328 	: 	: 	3692 	: 	: 	: 	2460 	: 	: 	1387 	: 	: 	: 	1287 	: 	: 	: 	: 	: 	: 
EC2021V,LV003C1	: 	4314 	3999 	: 	: 	: 	3219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,LV501C1	: 	5245 	5191 	: 	: 	: 	4457 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56508 	53434 	51589 	49573 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,MT001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27555 	44286 	42799 	: 	: 	: 	: 	: 	18109 	: 	: 	: 	11405 
EC2021V,NL	: 	: 	: 	: 	: 	: 	1314635 e	1256010 e	934975 e	886540 e	849225 e	809310 e	800705 e	787775 e	: 	: 	: 	641692 	627415 	609296 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL001C2	: 	: 	: 	: 	: 	: 	40120 e	38425 e	26520 e	23865 e	22565 e	21330 e	22250 e	21950 e	: 	: 	21025 	: 	: 	: 	18635 	: 	: 	: 	: 	: 	: 
EC2021V,NL002C2	: 	: 	: 	: 	: 	: 	88525 e	81970 e	53020 e	50020 e	48025 e	46100 e	45825 e	45550 e	: 	: 	45065 	: 	: 	: 	40185 	: 	: 	: 	: 	: 	: 
EC2021V,NL003C2	: 	: 	: 	: 	: 	: 	44870 e	42105 e	29960 e	28210 e	26735 e	25480 e	27600 e	27690 e	: 	: 	27320 	: 	: 	: 	25135 	: 	: 	: 	: 	: 	: 
EC2021V,NL004C2	: 	: 	: 	: 	: 	: 	26250 e	24445 e	16425 e	15110 e	13950 e	13305 e	12915 e	12730 e	: 	: 	11970 	: 	: 	: 	10845 	: 	: 	: 	: 	: 	: 
EC2021V,NL005C2	: 	: 	: 	: 	: 	: 	16840 e	16020 e	11425 e	10660 e	10070 e	9425 e	9165 e	8965 e	: 	: 	8865 	: 	: 	: 	7830 	: 	: 	: 	: 	: 	: 
EC2021V,NL006C1	: 	: 	: 	: 	: 	: 	14000 e	13500 e	9420 e	8795 e	8370 e	8100 e	7800 e	7735 e	: 	: 	7555 	: 	: 	: 	6770 	: 	: 	: 	: 	: 	: 
EC2021V,NL007C1	: 	: 	: 	: 	: 	: 	13395 e	12530 e	8710 e	8215 e	7915 e	7425 e	7620 e	7485 e	: 	: 	7575 	: 	: 	: 	6915 	: 	: 	: 	: 	: 	: 
EC2021V,NL008C1	: 	: 	: 	: 	: 	: 	9615 e	9185 e	6770 e	6390 e	6280 e	6025 e	6250 e	6130 e	: 	: 	6120 	: 	: 	: 	5550 	: 	: 	: 	: 	: 	: 
EC2021V,NL009C2	: 	: 	: 	: 	: 	: 	11195 e	10600 e	7430 e	6835 e	6425 e	6080 e	6025 e	5930 e	: 	: 	5830 	: 	: 	: 	5215 	: 	: 	: 	: 	: 	: 
EC2021V,NL010C2	: 	: 	: 	: 	: 	: 	5100 e	4980 e	3885 e	3725 e	3625 e	3510 e	3400 e	3365 e	: 	: 	3560 	: 	: 	: 	3290 	: 	: 	: 	: 	: 	: 
EC2021V,NL011C1	: 	: 	: 	: 	: 	: 	12385 e	11580 e	8345 e	7670 e	6940 e	6275 e	6795 e	6460 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL012C1	: 	: 	: 	: 	: 	: 	14595 e	13925 e	10085 e	9500 e	8940 e	8315 e	8565 e	8500 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL013C1	: 	: 	: 	: 	: 	: 	10900 e	10380 e	7335 e	6910 e	6605 e	6335 e	6325 e	6225 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL014C1	: 	: 	: 	: 	: 	: 	11165 e	10515 e	7805 e	7455 e	7240 e	6980 e	7005 e	6805 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL015C1	: 	: 	: 	: 	: 	: 	6180 e	5910 e	4265 e	3995 e	3900 e	3665 e	3785 e	3635 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL016C2	: 	: 	: 	: 	: 	: 	6125 e	5875 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL018C1	: 	: 	: 	: 	: 	: 	8725 e	8405 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL020C1	: 	: 	: 	: 	: 	: 	5545 e	5345 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL021C2	: 	: 	: 	: 	: 	: 	3270 e	3115 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL023C1	: 	: 	: 	: 	: 	: 	4720 e	4510 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL026C1	: 	: 	: 	: 	: 	: 	5425 e	5220 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL028C1	: 	: 	: 	: 	: 	: 	4525 e	4360 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL030C1	: 	: 	: 	: 	: 	: 	4845 e	4630 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL031C1	: 	: 	: 	: 	: 	: 	5255 e	4975 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL501C2	: 	: 	: 	: 	: 	: 	12925 e	12155 e	8535 e	7980 e	7615 e	7205 e	7130 e	7115 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL502C1	: 	: 	: 	: 	: 	: 	10270 e	9690 e	7055 e	6565 e	6290 e	6025 e	6060 e	5935 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL503C1	: 	: 	: 	: 	: 	: 	12990 e	12565 e	8875 e	8325 e	7890 e	7375 e	6945 e	6830 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL504C1	: 	: 	: 	: 	: 	: 	11465 e	10675 e	7440 e	6905 e	6525 e	6110 e	5840 e	5690 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL505C1	: 	: 	: 	: 	: 	: 	8370 e	8005 e	5920 e	5675 e	5605 e	5405 e	5220 e	5150 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL507C2	: 	: 	: 	: 	: 	: 	8465 e	8030 e	5735 e	5435 e	5160 e	4855 e	5020 e	4945 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL508C1	: 	: 	: 	: 	: 	: 	13290 e	12790 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL509C1	: 	: 	: 	: 	: 	: 	7140 e	6775 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL511C1	: 	: 	: 	: 	: 	: 	7985 e	7515 e	5450 e	5140 e	4770 e	4565 e	4530 e	4410 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL512C2	: 	: 	: 	: 	: 	: 	8835 e	8380 e	6715 e	6350 e	6135 e	5870 e	5550 e	5425 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL513C1	: 	: 	: 	: 	: 	: 	6330 e	6010 e	: 	: 	: 	: 	: 	3720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL514C2	: 	: 	: 	: 	: 	: 	7145 e	6860 e	: 	: 	: 	: 	: 	4240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL515C1	: 	: 	: 	: 	: 	: 	6735 e	6515 e	: 	: 	: 	: 	: 	4065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL516C1	: 	: 	: 	: 	: 	: 	6120 e	5905 e	: 	: 	: 	: 	: 	3360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL517C1	: 	: 	: 	: 	: 	: 	5490 e	5240 e	: 	: 	: 	: 	: 	3520 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL519C1	: 	: 	: 	: 	: 	: 	4605 e	4445 e	: 	: 	: 	: 	: 	2725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NL520C1	: 	: 	: 	: 	: 	: 	5330 e	5085 e	: 	: 	: 	: 	: 	3135 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	334443 	: 	: 	: 	289955 	: 	: 	262379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NO001C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	59509 	: 	: 	: 	50811 	: 	: 	45339 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NO002C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	17082 	: 	: 	: 	14554 	: 	: 	13111 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NO003C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	10853 	: 	: 	: 	9038 	: 	: 	7960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NO004C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	7827 	: 	: 	: 	6434 	: 	: 	5698 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NO005C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	5915 	: 	: 	: 	4775 	: 	: 	4340 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,NO006C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	4042 	: 	: 	: 	3700 	: 	: 	3156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,PL	: 	: 	: 	: 	: 	: 	3869897 	: 	: 	3757093 	: 	: 	: 	3576830 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,PL001C1	: 	: 	: 	: 	: 	: 	340848 	: 	: 	324282 	: 	: 	: 	287156 	: 	213717 	: 	: 	: 	: 	: 	206782 	: 	: 	: 	: 	41170 
EC2021V,PL002C1	: 	: 	: 	: 	: 	: 	86805 	: 	: 	94578 	: 	: 	: 	93976 	: 	74730 	: 	: 	: 	: 	: 	67772 	: 	: 	: 	28958 	: 
EC2021V,PL003C1	: 	: 	: 	: 	: 	: 	116153 	: 	: 	105610 	: 	: 	: 	104051 	: 	84395 	: 	: 	: 	: 	: 	72146 	: 	: 	: 	: 	54840 
EC2021V,PL004C1	: 	: 	: 	: 	: 	: 	101286 	: 	: 	95602 	: 	: 	: 	94465 	: 	69454 	: 	: 	: 	: 	: 	68638 	: 	: 	: 	: 	36022 
EC2021V,PL005C1	: 	: 	: 	: 	: 	: 	99420 	: 	: 	93250 	: 	: 	: 	88056 	: 	72713 	: 	: 	: 	: 	: 	61869 	: 	: 	: 	: 	15987 
EC2021V,PL006C1	: 	: 	: 	: 	: 	: 	65332 	: 	: 	60122 	: 	: 	: 	58222 	: 	44125 	: 	: 	: 	: 	: 	38439 	: 	: 	: 	15081 	: 
EC2021V,PL007C1	: 	: 	: 	: 	: 	: 	65134 	: 	: 	64098 	: 	: 	: 	63641 	: 	50845 	: 	: 	: 	: 	: 	43487 	: 	: 	: 	: 	10152 
EC2021V,PL008C1	: 	: 	: 	: 	: 	: 	42899 	: 	: 	45233 	: 	: 	: 	45327 	: 	38660 	: 	: 	: 	: 	: 	30941 	: 	: 	: 	: 	: 
EC2021V,PL009C1	: 	: 	: 	: 	: 	: 	41187 	: 	: 	39060 	: 	: 	: 	39499 	: 	32884 	: 	: 	: 	: 	: 	29509 	: 	: 	: 	: 	7292 
EC2021V,PL010C1	: 	: 	: 	: 	: 	: 	42555 	: 	: 	40439 	: 	: 	: 	42084 	: 	32854 	: 	: 	: 	: 	: 	35166 	: 	: 	: 	: 	19134 
EC2021V,PL010K1	: 	: 	: 	: 	: 	: 	196221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,PL011C1	: 	: 	: 	: 	: 	: 	31339 	: 	: 	29827 	: 	: 	: 	31334 	: 	28635 	: 	: 	: 	: 	: 	23153 	: 	: 	: 	: 	: 
EC2021V,PL012C1	: 	: 	: 	: 	: 	: 	28046 	: 	: 	28723 	: 	: 	: 	28899 	: 	22986 	: 	: 	: 	: 	: 	18236 	: 	: 	: 	: 	3078 
EC2021V,PL013C1	: 	: 	: 	: 	: 	: 	23994 	: 	: 	25464 	: 	: 	: 	25619 	: 	20786 	: 	: 	: 	: 	: 	16457 	: 	: 	: 	: 	: 
EC2021V,PL014C1	: 	: 	: 	: 	: 	: 	21718 	: 	: 	21228 	: 	: 	: 	21206 	: 	18039 	: 	: 	: 	: 	: 	17770 	: 	: 	: 	: 	3442 
EC2021V,PL015C1	: 	: 	: 	: 	: 	: 	21543 	: 	: 	19373 	: 	: 	: 	18622 	: 	15477 	: 	: 	: 	: 	: 	13354 	: 	: 	: 	: 	2890 
EC2021V,PL016C1	: 	: 	: 	: 	: 	: 	20022 	: 	: 	19924 	: 	: 	: 	19060 	: 	14161 	: 	: 	: 	: 	: 	11602 	: 	: 	: 	: 	1397 
EC2021V,PL017C1	: 	: 	: 	: 	: 	: 	17753 	: 	: 	17585 	: 	: 	: 	16406 	: 	13233 	: 	: 	: 	: 	: 	11207 	: 	: 	: 	: 	: 
EC2021V,PL018C1	: 	: 	: 	: 	: 	: 	16000 	: 	: 	15606 	: 	: 	: 	15036 	: 	12676 	: 	: 	: 	: 	: 	14152 	: 	: 	: 	: 	: 
EC2021V,PL019C1	: 	: 	: 	: 	: 	: 	12355 	: 	: 	12011 	: 	: 	: 	12189 	: 	9359 	: 	: 	: 	: 	: 	9418 	: 	: 	: 	: 	2139 
EC2021V,PL020C1	: 	: 	: 	: 	: 	: 	9293 	: 	: 	8456 	: 	: 	: 	7906 	: 	6965 	: 	: 	: 	: 	: 	7533 	: 	: 	: 	: 	: 
EC2021V,PL021C1	: 	: 	: 	: 	: 	: 	6843 	: 	: 	7078 	: 	: 	: 	7501 	: 	6333 	: 	: 	: 	: 	: 	4866 	: 	: 	: 	: 	: 
EC2021V,PL022C1	: 	: 	: 	: 	: 	: 	8115 	: 	: 	8353 	: 	: 	: 	7972 	: 	6728 	: 	: 	: 	: 	: 	5843 	: 	: 	: 	: 	2248 
EC2021V,PL023C1	: 	: 	: 	: 	: 	: 	5230 	: 	: 	4987 	: 	: 	: 	5138 	: 	4397 	: 	: 	: 	: 	: 	3509 	: 	: 	: 	: 	1072 
EC2021V,PL024C1	: 	: 	: 	: 	: 	: 	26201 	: 	: 	25507 	: 	: 	: 	25978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,PL025C1	: 	: 	: 	: 	: 	: 	24263 	: 	: 	24794 	: 	: 	: 	25121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,PL026C1	: 	: 	: 	: 	: 	: 	12110 	: 	: 	12064 	: 	: 	: 	12673 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
